usn,name,name_fr,category,h_psn,root_node.usn,root_node.name_fr,nht_period,egc_tagx.glb500.y2023,egc_tagx.chn500.y2023,egc_tagx.soe.y2023,egc_tagx.plc.y2023,egc_tagx.nht.y2023,egc_tagx.isc100.y2023,egc_tagx.fic500_all.y2023,egc_tagx.fic500_mfg.y2023,egc_tagx.fic100_svc.y2023,h_comments
bms,吉林省东北亚研究中心,吉林省东北亚研究中心,pin,i-root,bms,吉林省东北亚研究中心,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bn3,青海省地震局,青海省地震局,pin,i-root,bn3,青海省地震局,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bn4,陕西省基层服务志愿者,陕西省基层服务志愿者,,i-root,bn4,陕西省基层服务志愿者,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bn5,上海达梦数据库有限公司,上海达梦数据库有限公司,ent,i-root,bn5,上海达梦数据库有限公司,"{""2018-01-23"":""2024-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
bn6,上海格物致远网络科技有限公司,上海格物致远网络科技有限公司,ent,awi,awi,抖音有限公司,"{""2022-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
bn9,上海诺睿网络信息科技有限公司,上海诺睿网络信息科技有限公司,ent,i-root,bn9,上海诺睿网络信息科技有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bna,上海市浦东新区财政局,上海市浦东新区财政局,gpo,i-root,bna,上海市浦东新区财政局,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bnb,上海万木生源家居有限公司,上海万木生源家居有限公司,ent,i-root,bnb,上海万木生源家居有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bnc,上海网之易璀璨网络科技有限公司,上海网之易璀璨网络科技有限公司,ent,aw2,aw1,网易公司,"{""2019-01-23"":""2025-01-23""}",nf-404,[chn],nf-404,nf-404,nht,[isc],[fic],nf-404,[fic],
bnd,上海新东方教育培训有限公司,上海新东方教育培训有限公司,ent,avi,avi,新东方教育科技集团有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bne,深圳开鸿数字产业发展有限公司,深圳开鸿数字产业发展有限公司,ent,i-root,bne,深圳开鸿数字产业发展有限公司,"{""2023-01-23"":""2026-01-23""}",nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bnf,四川省内江市隆昌市黄家镇人民政府,四川省内江市隆昌市黄家镇人民政府,gpo,i-root,bnf,四川省内江市隆昌市黄家镇人民政府,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bng,四三九九网络股份有限公司,四三九九网络股份有限公司,ent,i-root,bng,四三九九网络股份有限公司,"{""2009-01-23"":""2024-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,isc,nf-404,nf-404,nf-404,
bnh,松下电器软件开发（大连）有限公司,松下电器软件开发（大连）有限公司,ent,avx,avv,松下控股公司,{},[glb],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bni,苏州横竖横动漫有限公司,苏州横竖横动漫有限公司,ent,i-root,bni,苏州横竖横动漫有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bnj,无锡高新兴物联科技有限公司,无锡高新兴物联科技有限公司,ent,boi,boi,高新兴物联科技股份有限公司,{},nf-404,nf-404,nf-404,nf-404,[nht],nf-404,nf-404,nf-404,nf-404,
bn7,上海海隆软件股份有限公司,上海海隆软件股份有限公司,ent,i-root,bn7,上海海隆软件股份有限公司,"{""2016-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
bn8,上海匡慧网络科技有限公司,上海匡慧网络科技有限公司,ent,i-root,bn8,上海匡慧网络科技有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bnn,无锡市梁溪区扬名街道办事处,无锡市梁溪区扬名街道办事处,gpo,i-root,bnn,无锡市梁溪区扬名街道办事处,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bno,无锡市梁溪区瞻江街道办事处,无锡市梁溪区瞻江街道办事处,gpo,i-root,bno,无锡市梁溪区瞻江街道办事处,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bnp,无锡市钱桥街道办事处,无锡市钱桥街道办事处,gpo,i-root,bnp,无锡市钱桥街道办事处,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bnq,无锡市瑞星人力资源有限公司,无锡市瑞星人力资源有限公司,ent,i-root,bnq,无锡市瑞星人力资源有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bnr,无锡伟测半导体科技有限公司,无锡伟测半导体科技有限公司,ent,i-root,bnr,无锡伟测半导体科技有限公司,"{""2022-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
bns,无锡午马文化传媒有限公司,无锡午马文化传媒有限公司,ent,i-root,bns,无锡午马文化传媒有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bnt,无锡新东方培训中心,无锡新东方培训中心,ent,avi,avi,新东方教育科技集团有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bnu,芜湖伯特利汽车安全系统股份有限公司,芜湖伯特利汽车安全系统股份有限公司,ent,i-root,bnu,芜湖伯特利汽车安全系统股份有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
bnv,希尔塔（苏州）信息技术有限公司,希尔塔（苏州）信息技术有限公司,ent,i-root,bnv,希尔塔（苏州）信息技术有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bnw,新疆维吾尔自治区基层服务志愿者,新疆维吾尔自治区基层服务志愿者,,i-root,bnw,新疆维吾尔自治区基层服务志愿者,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bnx,新乡市红旗区春霖环保科技有限公司,新乡市红旗区春霖环保科技有限公司,ent,i-root,bnx,新乡市红旗区春霖环保科技有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bny,盐城市盐都区学富镇人民政府,盐城市盐都区学富镇人民政府,gpo,i-root,bny,盐城市盐都区学富镇人民政府,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bnz,浙江省产业大数据有限公司,浙江省产业大数据有限公司,ent,b1u,b1u,杭州钢铁集团有限公司,{},[glb],[chn],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bo0,浙江中烟工业有限责任公司,浙江中烟工业有限责任公司,ent,au3,au3,中国烟草总公司,{},nf-404,nf-404,[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bnm,无锡镜子信息技术有限公司,无锡镜子信息技术有限公司,ent,i-root,bnm,无锡镜子信息技术有限公司,"{""2022-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
bo1,中国电信股份有限公司海门分公司,中国电信股份有限公司海门分公司,ent,aog,au7,中国电信集团有限公司,{},[glb],[chn],[soe],[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
bo2,中国电信股份有限公司厦门分公司,中国电信股份有限公司厦门分公司,ent,aog,au7,中国电信集团有限公司,{},[glb],[chn],[soe],[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
bo3,中国电信股份有限公司泰州分公司,中国电信股份有限公司泰州分公司,ent,aog,au7,中国电信集团有限公司,{},[glb],[chn],[soe],[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
bo4,中国工商银行股份有限公司福建省分行,中国工商银行股份有限公司福建省分行,ent,au9,au9,中国工商银行股份有限公司,{},[glb],[chn],[soe],[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
bnk,无锡江南计算技术研究所,无锡江南计算技术研究所,ent,i-root,bnk,无锡江南计算技术研究所,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bnl,无锡金云智联科技有限公司,无锡金云智联科技有限公司,ent,i-root,bnl,无锡金云智联科技有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bo8,中国平安人寿保险股份有限公司无锡中心支公司,中国平安人寿保险股份有限公司无锡中心支公司,ent,boj,bgg,中国平安保险（集团）股份有限公司,{},[glb],[chn],nf-404,[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
bo9,中国石油天然气股份有限公司华北油田分公司,中国石油天然气股份有限公司华北油田分公司,ent,aui,axa,中国石油天然气集团有限公司,{},[glb],[chn],[soe],[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
bo5,中国建设银行股份有限公司吉林省分行,中国建设银行股份有限公司吉林省分行,ent,aua,aua,中国建设银行股份有限公司,{},[glb],[chn],[soe],[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
bo6,中国联合网络通信有限公司上海市分公司,中国联合网络通信有限公司上海市分公司,ent,aub,aue,中国联合网络通信集团有限公司,{},[glb],[chn],[soe],[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
bo7,中国平安人寿保险股份有限公司南通中心支公司,中国平安人寿保险股份有限公司南通中心支公司,ent,boj,bgg,中国平安保险（集团）股份有限公司,{},[glb],[chn],nf-404,[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
boa,中国银行股份有限公司台州市分行,中国银行股份有限公司台州市分行,ent,ar2,ar2,中国银行股份有限公司,{},[glb],[chn],[soe],[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
bob,中通服慧展科技有限公司,中通服慧展科技有限公司,ent,bok,au7,中国电信集团有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bof,浙报数字文化集团股份有限公司,浙报数字文化集团股份有限公司,ent,i-root,bof,浙报数字文化集团股份有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,[isc],nf-404,nf-404,nf-404,
bog,杭州边锋网络技术有限公司,杭州边锋网络技术有限公司,ent,bof,bof,浙报数字文化集团股份有限公司,{},nf-404,nf-404,nf-404,[plc],nf-404,isc,nf-404,nf-404,nf-404,
boh,杭州游一卡网络技术有限公司,杭州游一卡网络技术有限公司,ent,i-root,boh,杭州游一卡网络技术有限公司,"{""2022-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
boi,高新兴物联科技股份有限公司,高新兴物联科技股份有限公司,ent,i-root,boi,高新兴物联科技股份有限公司,"{""2014-01-23"":""2026-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
boe,北京信恒创科技发展有限公司,北京信恒创科技发展有限公司,ent,i-root,boe,北京信恒创科技发展有限公司,"{""2022-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
bok,浙江省通信服务控股集团有限公司,浙江省通信服务控股集团有限公司,ent,asm,au7,中国电信集团有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bol,百威（武汉）啤酒有限公司,百威（武汉）啤酒有限公司,ent,bma,bma,百威英博,{},[glb],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bom,北京三快在线科技有限公司,北京三快在线科技有限公司,ent,i-root,bom,北京三快在线科技有限公司,"{""2013-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,240910：就是美团
bon,北银金融科技有限责任公司,北银金融科技有限责任公司,ent,ash,ash,北京银行股份有限公司,"{""2020-01-23"":""2026-01-23""}",nf-404,[chn],nf-404,[plc],nht,nf-404,nf-404,nf-404,nf-404,
boc,众畅科技有限公司,众畅科技有限公司,ent,i-root,boc,众畅科技有限公司,"{""2023-01-23"":""2026-01-23""}",nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
boj,中国平安人寿保险股份有限公司,中国平安人寿保险股份有限公司,ent,bgg,bgg,中国平安保险（集团）股份有限公司,{},[glb],[chn],nf-404,[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
bop,成都万学求实教育科技有限公司,成都万学求实教育科技有限公司,ent,i-root,bop,成都万学求实教育科技有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
boq,滁州市机电工程学校（滁州市第一职业高级中学、滁州技师学院）,滁州市机电工程学校（滁州市第一职业高级中学、滁州技师学院）,pin,i-root,boq,滁州市机电工程学校（滁州市第一职业高级中学、滁州技师学院）,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bos,达观数据有限公司,达观数据有限公司,ent,i-root,bos,达观数据有限公司,"{""2023-01-23"":""2026-01-23""}",nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bor,此芯科技（无锡）有限公司,此芯科技（无锡）有限公司,ent,i-root,bor,此芯科技（无锡）有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bot,恩梯梯数据（中国）信息技术有限公司,恩梯梯数据（中国）信息技术有限公司,ent,brx,brx,日本电报电话公司,{},[glb],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bov,富泰华工业（深圳）有限公司,富泰华工业（深圳）有限公司,ent,b2g,b2g,鸿海精密工业股份有限公司,{},[glb],[chn],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bou,福建省自然资源厅,福建省自然资源厅,gpo,i-root,bou,福建省自然资源厅,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
box,公安部大数据中心,公安部大数据中心,pin,i-root,box,公安部大数据中心,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bow,高量工业智能科技（无锡）有限公司,高量工业智能科技（无锡）有限公司,ent,i-root,bow,高量工业智能科技（无锡）有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
boz,国家税务总局上海市崇明区税务局,国家税务总局上海市崇明区税务局,gpo,aso,aso,国家税务总局,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
boy,国家税务总局荆州市沙市区税务局,国家税务总局荆州市沙市区税务局,gpo,aso,aso,国家税务总局,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bp0,杭州广立微电子股份有限公司,杭州广立微电子股份有限公司,ent,i-root,bp0,杭州广立微电子股份有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
boo,成都步科智能有限公司,成都步科智能有限公司,ent,brw,brw,上海步科自动化股份有限公司,{},nf-404,nf-404,nf-404,[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
bp1,杭州华橙软件技术有限公司,杭州华橙软件技术有限公司,ent,an8,an8,浙江大华技术股份有限公司,{},nf-404,[chn],nf-404,[plc],[nht],nf-404,[fic],nf-404,nf-404,240911：大华控股子公司，详见大华财报。
bp4,江苏海澜企业管理研究院有限公司,江苏海澜企业管理研究院有限公司,ent,i-root,bp4,江苏海澜企业管理研究院有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bp5,江苏领航服务外包有限公司,江苏领航服务外包有限公司,ent,i-root,bp5,江苏领航服务外包有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bp6,江苏流枢阁科技有限公司,江苏流枢阁科技有限公司,ent,i-root,bp6,江苏流枢阁科技有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bp7,江苏省无锡市滨湖区财政局,江苏省无锡市滨湖区财政局,gpo,i-root,bp7,江苏省无锡市滨湖区财政局,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bp2,杭州水处理技术研究开发中心有限公司,杭州水处理技术研究开发中心有限公司,ent,bhu,bhu,中国中化控股有限责任公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240911：参考中国中化官网底部链接：https://www.sinochem.com/ps/16717-56-hjkx.html
bp8,江苏数伽科技有限公司,江苏数伽科技有限公司,ent,i-root,bp8,江苏数伽科技有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bp9,江西神舟信息安全评估中心有限公司,江西神舟信息安全评估中心有限公司,ent,i-root,bp9,江西神舟信息安全评估中心有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bp3,鹤岗市工业和信息化局,鹤岗市工业和信息化局,gpo,i-root,bp3,鹤岗市工业和信息化局,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bpa,交通银行股份有限公司安徽省分行,交通银行股份有限公司安徽省分行,ent,a99,a99,交通银行股份有限公司,{},[glb],[chn],[soe],[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
bpd,联通物联网有限责任公司,联通物联网有限责任公司,ent,bry,aue,中国联合网络通信集团有限公司,{},[glb],[chn],[soe],[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
bpe,哪吒合智（上海）汽车销售服务有限公司,哪吒合智（上海）汽车销售服务有限公司,ent,brz,brz,合众新能源汽车股份有限公司,{},nf-404,nf-404,nf-404,nf-404,[nht],nf-404,nf-404,nf-404,nf-404,
bpf,南京科远智慧科技集团股份有限公司,南京科远智慧科技集团股份有限公司,ent,i-root,bpf,南京科远智慧科技集团股份有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
bpg,南京万得资讯科技有限公司,南京万得资讯科技有限公司,ent,i-root,bpg,南京万得资讯科技有限公司,"{""2020-01-23"":""2026-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
bph,南京维伍网络科技有限公司,南京维伍网络科技有限公司,ent,i-root,bph,南京维伍网络科技有限公司,"{""2019-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
bpi,南京小冻梨智能科技有限公司,南京小冻梨智能科技有限公司,ent,i-root,bpi,南京小冻梨智能科技有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bpj,内蒙古自治区烟草公司包头市公司,内蒙古自治区烟草公司包头市公司,ent,au3,au3,中国烟草总公司,{},nf-404,nf-404,[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bpk,农银金融科技有限责任公司,农银金融科技有限责任公司,ent,bs1,aug,中国农业银行股份有限公司,{},[glb],[chn],[soe],[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
bpl,平安银行股份有限公司成都分行,平安银行股份有限公司成都分行,ent,bs2,bgg,中国平安保险（集团）股份有限公司,{},[glb],[chn],nf-404,[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
bpm,普源精电科技股份有限公司,普源精电科技股份有限公司,ent,i-root,bpm,普源精电科技股份有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
bpb,进迭时空（杭州）科技有限公司上海分公司,进迭时空（杭州）科技有限公司上海分公司,ent,i-root,bpb,进迭时空（杭州）科技有限公司上海分公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bpc,联通（浙江）产业互联网有限公司,联通（浙江）产业互联网有限公司,ent,bry,aue,中国联合网络通信集团有限公司,{},[glb],[chn],[soe],[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
