usn,name,name_fr,category,h_psn,root_node.usn,root_node.name_fr,nht_period,egc_tagx.glb500.y2023
bnh,松下电器软件开发（大连）有限公司,松下电器软件开发（大连）有限公司,ent,avx,avv,松下控股公司,{},[glb]
bni,苏州横竖横动漫有限公司,苏州横竖横动漫有限公司,ent,root-node,bni,苏州横竖横动漫有限公司,{},nf04
bnj,无锡高新兴物联科技有限公司,无锡高新兴物联科技有限公司,ent,boi,boi,高新兴物联科技股份有限公司,{},nf04
bn7,上海海隆软件股份有限公司,上海海隆软件股份有限公司,ent,root-node,bn7,上海海隆软件股份有限公司,"{""2016-01-23"":""2025-01-23""}",nf04
bn8,上海匡慧网络科技有限公司,上海匡慧网络科技有限公司,ent,root-node,bn8,上海匡慧网络科技有限公司,{},nf04
bnn,无锡市梁溪区扬名街道办事处,无锡市梁溪区扬名街道办事处,gpo,root-node,bnn,无锡市梁溪区扬名街道办事处,{},nf04
bno,无锡市梁溪区瞻江街道办事处,无锡市梁溪区瞻江街道办事处,gpo,root-node,bno,无锡市梁溪区瞻江街道办事处,{},nf04
bnp,无锡市钱桥街道办事处,无锡市钱桥街道办事处,gpo,root-node,bnp,无锡市钱桥街道办事处,{},nf04
bnq,无锡市瑞星人力资源有限公司,无锡市瑞星人力资源有限公司,ent,root-node,bnq,无锡市瑞星人力资源有限公司,{},nf04
bnr,无锡伟测半导体科技有限公司,无锡伟测半导体科技有限公司,ent,root-node,bnr,无锡伟测半导体科技有限公司,"{""2022-01-23"":""2025-01-23""}",nf04
bns,无锡午马文化传媒有限公司,无锡午马文化传媒有限公司,ent,root-node,bns,无锡午马文化传媒有限公司,{},nf04
bnt,无锡新东方培训中心,无锡新东方培训中心,ent,avi,avi,新东方教育科技集团有限公司,{},nf04
bnu,芜湖伯特利汽车安全系统股份有限公司,芜湖伯特利汽车安全系统股份有限公司,ent,root-node,bnu,芜湖伯特利汽车安全系统股份有限公司,{},nf04
bnv,希尔塔（苏州）信息技术有限公司,希尔塔（苏州）信息技术有限公司,ent,root-node,bnv,希尔塔（苏州）信息技术有限公司,{},nf04
bnw,新疆维吾尔自治区基层服务志愿者,新疆维吾尔自治区基层服务志愿者,,root-node,bnw,新疆维吾尔自治区基层服务志愿者,{},nf04
bnx,新乡市红旗区春霖环保科技有限公司,新乡市红旗区春霖环保科技有限公司,ent,root-node,bnx,新乡市红旗区春霖环保科技有限公司,{},nf04
bny,盐城市盐都区学富镇人民政府,盐城市盐都区学富镇人民政府,gpo,root-node,bny,盐城市盐都区学富镇人民政府,{},nf04
bnz,浙江省产业大数据有限公司,浙江省产业大数据有限公司,ent,b1u,b1u,杭州钢铁集团有限公司,{},[glb]
bo0,浙江中烟工业有限责任公司,浙江中烟工业有限责任公司,ent,au3,au3,中国烟草总公司,{},nf04
bnm,无锡镜子信息技术有限公司,无锡镜子信息技术有限公司,ent,root-node,bnm,无锡镜子信息技术有限公司,"{""2022-01-23"":""2025-01-23""}",nf04
bo1,中国电信股份有限公司海门分公司,中国电信股份有限公司海门分公司,ent,aog,au7,中国电信集团有限公司,{},[glb]
bo2,中国电信股份有限公司厦门分公司,中国电信股份有限公司厦门分公司,ent,aog,au7,中国电信集团有限公司,{},[glb]
bo3,中国电信股份有限公司泰州分公司,中国电信股份有限公司泰州分公司,ent,aog,au7,中国电信集团有限公司,{},[glb]
bo4,中国工商银行股份有限公司福建省分行,中国工商银行股份有限公司福建省分行,ent,au9,au9,中国工商银行股份有限公司,{},[glb]
bnk,无锡江南计算技术研究所,无锡江南计算技术研究所,ent,root-node,bnk,无锡江南计算技术研究所,{},nf04
bnl,无锡金云智联科技有限公司,无锡金云智联科技有限公司,ent,root-node,bnl,无锡金云智联科技有限公司,{},nf04
bo8,中国平安人寿保险股份有限公司无锡中心支公司,中国平安人寿保险股份有限公司无锡中心支公司,ent,boj,bgg,中国平安保险（集团）股份有限公司,{},[glb]
bo9,中国石油天然气股份有限公司华北油田分公司,中国石油天然气股份有限公司华北油田分公司,ent,aui,axa,中国石油天然气集团有限公司,{},[glb]
bo5,中国建设银行股份有限公司吉林省分行,中国建设银行股份有限公司吉林省分行,ent,aua,aua,中国建设银行股份有限公司,{},[glb]
bo6,中国联合网络通信有限公司上海市分公司,中国联合网络通信有限公司上海市分公司,ent,aub,aue,中国联合网络通信集团有限公司,{},[glb]
bo7,中国平安人寿保险股份有限公司南通中心支公司,中国平安人寿保险股份有限公司南通中心支公司,ent,boj,bgg,中国平安保险（集团）股份有限公司,{},[glb]
boa,中国银行股份有限公司台州市分行,中国银行股份有限公司台州市分行,ent,ar2,ar2,中国银行股份有限公司,{},[glb]
bob,中通服慧展科技有限公司,中通服慧展科技有限公司,ent,bok,au7,中国电信集团有限公司,{},[glb]
bof,浙报数字文化集团股份有限公司,浙报数字文化集团股份有限公司,ent,root-node,bof,浙报数字文化集团股份有限公司,{},nf04
bog,杭州边锋网络技术有限公司,杭州边锋网络技术有限公司,ent,bof,bof,浙报数字文化集团股份有限公司,{},nf04
boh,杭州游一卡网络技术有限公司,杭州游一卡网络技术有限公司,ent,root-node,boh,杭州游一卡网络技术有限公司,"{""2022-01-23"":""2025-01-23""}",nf04
boi,高新兴物联科技股份有限公司,高新兴物联科技股份有限公司,ent,root-node,boi,高新兴物联科技股份有限公司,"{""2014-01-23"":""2026-01-23""}",nf04
boe,北京信恒创科技发展有限公司,北京信恒创科技发展有限公司,ent,root-node,boe,北京信恒创科技发展有限公司,"{""2022-01-23"":""2025-01-23""}",nf04
bok,浙江省通信服务控股集团有限公司,浙江省通信服务控股集团有限公司,ent,asm,au7,中国电信集团有限公司,{},[glb]
bol,百威（武汉）啤酒有限公司,百威（武汉）啤酒有限公司,ent,bma,bma,百威英博,{},[glb]
bom,北京三快在线科技有限公司,北京三快在线科技有限公司,ent,root-node,bom,北京三快在线科技有限公司,"{""2013-01-23"":""2025-01-23""}",nf04
bon,北银金融科技有限责任公司,北银金融科技有限责任公司,ent,ash,ash,北京银行股份有限公司,"{""2020-01-23"":""2026-01-23""}",nf04
boc,众畅科技有限公司,众畅科技有限公司,ent,root-node,boc,众畅科技有限公司,"{""2023-01-23"":""2026-01-23""}",nf04
boj,中国平安人寿保险股份有限公司,中国平安人寿保险股份有限公司,ent,bgg,bgg,中国平安保险（集团）股份有限公司,{},[glb]
bop,成都万学求实教育科技有限公司,成都万学求实教育科技有限公司,ent,root-node,bop,成都万学求实教育科技有限公司,{},nf04
boq,滁州市机电工程学校（滁州市第一职业高级中学、滁州技师学院）,滁州市机电工程学校（滁州市第一职业高级中学、滁州技师学院）,pin,root-node,boq,滁州市机电工程学校（滁州市第一职业高级中学、滁州技师学院）,{},nf04
bos,达观数据有限公司,达观数据有限公司,ent,root-node,bos,达观数据有限公司,"{""2023-01-23"":""2026-01-23""}",nf04
bor,此芯科技（无锡）有限公司,此芯科技（无锡）有限公司,ent,root-node,bor,此芯科技（无锡）有限公司,{},nf04
bot,恩梯梯数据（中国）信息技术有限公司,恩梯梯数据（中国）信息技术有限公司,ent,brx,brx,日本电报电话公司,{},[glb]
bov,富泰华工业（深圳）有限公司,富泰华工业（深圳）有限公司,ent,b2g,b2g,鸿海精密工业股份有限公司,{},[glb]
bou,福建省自然资源厅,福建省自然资源厅,gpo,root-node,bou,福建省自然资源厅,{},nf04
box,公安部大数据中心,公安部大数据中心,pin,root-node,box,公安部大数据中心,{},nf04
bow,高量工业智能科技（无锡）有限公司,高量工业智能科技（无锡）有限公司,ent,root-node,bow,高量工业智能科技（无锡）有限公司,{},nf04
boz,国家税务总局上海市崇明区税务局,国家税务总局上海市崇明区税务局,gpo,aso,aso,国家税务总局,{},nf04
boy,国家税务总局荆州市沙市区税务局,国家税务总局荆州市沙市区税务局,gpo,aso,aso,国家税务总局,{},nf04
bp0,杭州广立微电子股份有限公司,杭州广立微电子股份有限公司,ent,root-node,bp0,杭州广立微电子股份有限公司,{},nf04
boo,成都步科智能有限公司,成都步科智能有限公司,ent,brw,brw,上海步科自动化股份有限公司,{},nf04
bp1,杭州华橙软件技术有限公司,杭州华橙软件技术有限公司,ent,an8,an8,浙江大华技术股份有限公司,{},nf04
bp4,江苏海澜企业管理研究院有限公司,江苏海澜企业管理研究院有限公司,ent,root-node,bp4,江苏海澜企业管理研究院有限公司,{},nf04
bp5,江苏领航服务外包有限公司,江苏领航服务外包有限公司,ent,root-node,bp5,江苏领航服务外包有限公司,{},nf04
bp6,江苏流枢阁科技有限公司,江苏流枢阁科技有限公司,ent,root-node,bp6,江苏流枢阁科技有限公司,{},nf04
bp7,江苏省无锡市滨湖区财政局,江苏省无锡市滨湖区财政局,gpo,root-node,bp7,江苏省无锡市滨湖区财政局,{},nf04
bp2,杭州水处理技术研究开发中心有限公司,杭州水处理技术研究开发中心有限公司,ent,bhu,bhu,中国中化控股有限责任公司,{},[glb]
bp8,江苏数伽科技有限公司,江苏数伽科技有限公司,ent,root-node,bp8,江苏数伽科技有限公司,{},nf04
bp9,江西神舟信息安全评估中心有限公司,江西神舟信息安全评估中心有限公司,ent,root-node,bp9,江西神舟信息安全评估中心有限公司,{},nf04
bp3,鹤岗市工业和信息化局,鹤岗市工业和信息化局,gpo,root-node,bp3,鹤岗市工业和信息化局,{},nf04
bpa,交通银行股份有限公司安徽省分行,交通银行股份有限公司安徽省分行,ent,a99,a99,交通银行股份有限公司,{},[glb]
bpd,联通物联网有限责任公司,联通物联网有限责任公司,ent,bry,aue,中国联合网络通信集团有限公司,{},[glb]
bpe,哪吒合智（上海）汽车销售服务有限公司,哪吒合智（上海）汽车销售服务有限公司,ent,brz,brz,合众新能源汽车股份有限公司,{},nf04
bpf,南京科远智慧科技集团股份有限公司,南京科远智慧科技集团股份有限公司,ent,root-node,bpf,南京科远智慧科技集团股份有限公司,{},nf04
bpg,南京万得资讯科技有限公司,南京万得资讯科技有限公司,ent,root-node,bpg,南京万得资讯科技有限公司,"{""2020-01-23"":""2026-01-23""}",nf04
bph,南京维伍网络科技有限公司,南京维伍网络科技有限公司,ent,root-node,bph,南京维伍网络科技有限公司,"{""2019-01-23"":""2025-01-23""}",nf04
bpi,南京小冻梨智能科技有限公司,南京小冻梨智能科技有限公司,ent,root-node,bpi,南京小冻梨智能科技有限公司,{},nf04
bpj,内蒙古自治区烟草公司包头市公司,内蒙古自治区烟草公司包头市公司,ent,au3,au3,中国烟草总公司,{},nf04
bpk,农银金融科技有限责任公司,农银金融科技有限责任公司,ent,bs1,aug,中国农业银行股份有限公司,{},[glb]
bpl,平安银行股份有限公司成都分行,平安银行股份有限公司成都分行,ent,bs2,bgg,中国平安保险（集团）股份有限公司,{},[glb]
bpm,普源精电科技股份有限公司,普源精电科技股份有限公司,ent,root-node,bpm,普源精电科技股份有限公司,{},nf04
bpb,进迭时空（杭州）科技有限公司上海分公司,进迭时空（杭州）科技有限公司上海分公司,ent,root-node,bpb,进迭时空（杭州）科技有限公司上海分公司,{},nf04
bpc,联通（浙江）产业互联网有限公司,联通（浙江）产业互联网有限公司,ent,bry,aue,中国联合网络通信集团有限公司,{},[glb]
bpo,山西贵恩博信息科技有限公司,山西贵恩博信息科技有限公司,ent,root-node,bpo,山西贵恩博信息科技有限公司,{},nf04
bpp,山西众合智源数能科技有限公司,山西众合智源数能科技有限公司,ent,root-node,bpp,山西众合智源数能科技有限公司,{},nf04
bpq,上海德吾信息科技有限公司杭州分公司,上海德吾信息科技有限公司杭州分公司,ent,root-node,bpq,上海德吾信息科技有限公司杭州分公司,{},nf04
bps,上海杰之能智能设备制造有限公司,上海杰之能智能设备制造有限公司,ent,bs3,bs3,上海杰之能软件科技有限公司,{},nf04
bpr,上海骄成超声波技术股份有限公司,上海骄成超声波技术股份有限公司,ent,root-node,bpr,上海骄成超声波技术股份有限公司,{},nf04
bpu,上海京东鸿为贸易有限公司,上海京东鸿为贸易有限公司,ent,a13,auz,京东集团股份有限公司,{},[glb]
bpt,上海金曲信息技术有限公司常州分公司,上海金曲信息技术有限公司常州分公司,ent,bs4,bs4,上海金曲信息技术有限公司,{},nf04
bpv,上海龙旗科技股份有限公司,上海龙旗科技股份有限公司,ent,root-node,bpv,上海龙旗科技股份有限公司,{},nf04
bpw,上海仁义礼智信数据科技有限公司,上海仁义礼智信数据科技有限公司,ent,bs5,bs5,上海梦创双杨数据科技股份有限公司,{},nf04
bpx,上海市黄浦区教育局校产管理站,上海市黄浦区教育局校产管理站,pin,root-node,bpx,上海市黄浦区教育局校产管理站,{},nf04
bpy,上海水星电子商务有限公司,上海水星电子商务有限公司,ent,brt,brt,上海水星家用纺织品股份有限公司,{},nf04
bpz,上海泰胜风能装备股份有限公司,上海泰胜风能装备股份有限公司,ent,root-node,bpz,上海泰胜风能装备股份有限公司,{},nf04
bod,启明星辰信息技术集团股份有限公司,启明星辰信息技术集团股份有限公司,ent,asv,asx,中国移动通信集团有限公司,{},[glb]
bq2,苏州安可信通信技术有限公司,苏州安可信通信技术有限公司,ent,root-node,bq2,苏州安可信通信技术有限公司,"{""2016-01-23"":""2025-01-23""}",nf04
bq3,苏州大学附属第四医院（苏州市独墅湖医院）,苏州大学附属第四医院（苏州市独墅湖医院）,pin,root-node,bq3,苏州大学附属第四医院（苏州市独墅湖医院）,{},nf04
bq0,绍兴正觉科技有限公司,绍兴正觉科技有限公司,ent,root-node,bq0,绍兴正觉科技有限公司,{},nf04
bq4,苏州极智嘉机器人有限公司,苏州极智嘉机器人有限公司,ent,bs6,bs6,北京极智嘉科技股份有限公司,{},nf04
